lead_id,email,phone,company,job_title,source,created_date,email_valid_flag,phone_valid_flag,duplicate_flag,total_calls_attempted,total_emails_sent,total_linkedin_touches,attempted_flag,connected_flag,qualified_flag,meeting_booked_flag,meeting_held_flag,replied_flag,positive_reply_flag,primary_email_subject,primary_template_id,primary_call_script,contact_time_bucket,contact_day,crm_user_id,internal_notes,sync_status,random_tag,last_modified
45,user45@gmail.com,+447793844701,Gamma Corp,Director,outbound,2026-04-22,1,1,0,3,2,0,1,0,0,0,0,0,0,Subject A,,S1,afternoon,Tuesday,1059,,synced,tag1,2026-04-23
161,,+447103633546,Alpha Ltd,Manager,inbound_event,2026-04-22,0,1,0,3,1,2,1,0,0,0,0,1,1,,,S1,morning,Friday,1073,,synced,tag2,2026-04-25
104,user104@yahoo.com,+447919085662,Alpha Ltd,Manager,inbound_event,2026-04-26,1,1,0,4,2,0,1,0,0,0,0,0,0,,T1,,afternoon,Friday,1039,Follow up,pending,tag2,2026-04-29
63,,+447239949427,Gamma Corp,Director,inbound_event,2026-04-24,0,1,0,0,2,3,1,0,0,0,0,0,0,,T1,S2,morning,Wednesday,1032,Follow up,synced,tag2,2026-04-25
123,user123@gmail.com,,Delta LLC,Executive,outbound,2026-04-21,1,0,0,3,5,2,1,0,0,0,0,1,0,Subject A,,S2,afternoon,Tuesday,1026,,synced,tag2,2026-04-23
9,user9@gmail.com,+447829186935,,Director,inbound_event,2026-04-26,1,1,0,3,0,2,1,0,0,0,0,0,0,Subject B,T1,S1,afternoon,Sunday,1066,Follow up,synced,tag1,2026-04-27
101,user101@outlook.com,+447270399052,,Director,inbound_event,2026-04-21,1,1,0,2,3,0,1,0,0,0,0,1,1,Subject A,,S1,afternoon,Saturday,1029,,pending,,2026-04-23
187,user187@yahoo.com,,Alpha Ltd,,inbound_event,2026-04-24,1,0,0,2,5,3,1,0,0,0,0,0,0,,T2,S2,afternoon,Sunday,1045,Follow up,pending,tag1,2026-04-27
128,user128@outlook.com,+447114010775,,Manager,inbound_event,2026-04-24,1,1,0,1,4,3,1,1,0,0,0,1,0,Subject A,,,morning,Sunday,1060,Follow up,pending,tag2,2026-04-24
73,user73@yahoo.com,+447708144958,Delta LLC,Director,outbound,2026-04-22,1,1,0,4,0,2,1,0,0,0,0,0,0,,,S2,afternoon,Tuesday,1055,,pending,tag1,2026-04-24
78,,+447924645532,,Executive,inbound_event,2026-04-22,0,1,0,2,1,2,1,0,0,0,0,1,1,Subject B,T2,,afternoon,Saturday,1063,Follow up,pending,tag1,2026-04-22
49,user49@outlook.com,,Gamma Corp,Manager,inbound_event,2026-04-26,1,0,0,0,4,2,1,0,0,0,0,0,0,Subject A,,S2,afternoon,Saturday,1030,Follow up,synced,tag2,2026-04-26
130,user130@gmail.com,,Gamma Corp,Director,inbound_event,2026-04-22,1,0,0,1,0,0,1,0,0,0,0,1,1,,T1,S2,afternoon,Thursday,1006,Follow up,pending,tag2,2026-04-25
175,user175@gmail.com,+447681112431,Delta LLC,Director,referral,2026-04-21,1,1,0,4,3,0,1,1,0,0,0,0,0,Subject B,T1,S2,morning,Wednesday,1099,,pending,tag2,2026-04-24
129,user129@outlook.com,+447512410725,Beta Inc,Executive,outbound,2026-04-21,1,1,0,1,0,3,1,1,1,0,0,1,0,Subject B,T1,,morning,Monday,1022,Follow up,pending,,2026-04-21
86,user86@company.com,+447721248899,Alpha Ltd,,referral,2026-04-24,1,1,0,1,0,3,1,1,0,0,0,0,0,,T2,,afternoon,Sunday,1085,Follow up,synced,,2026-04-26
31,user31@yahoo.com,+447665150266,Gamma Corp,Director,referral,2026-04-25,1,1,1,2,2,2,1,1,0,0,0,1,1,Subject A,T1,S1,afternoon,Tuesday,1094,,synced,,2026-04-25
76,user76@company.com,+447227934017,Gamma Corp,,inbound_event,2026-04-26,1,1,0,0,1,3,1,1,0,0,0,1,0,Subject B,,S1,afternoon,Wednesday,1033,,synced,,2026-04-28
48,,,Gamma Corp,Manager,referral,2026-04-23,0,0,0,1,3,2,1,0,0,0,0,0,0,Subject A,,,afternoon,Sunday,1055,Follow up,pending,tag2,2026-04-25
26,user26@company.com,+447796550543,Delta LLC,,inbound_event,2026-04-20,1,1,0,0,5,1,1,1,1,1,1,0,0,Subject B,T1,S2,morning,Monday,1029,Follow up,pending,tag2,2026-04-21
143,user143@yahoo.com,+447743692909,Gamma Corp,Executive,inbound_event,2026-04-23,1,1,0,1,3,3,1,1,0,0,0,0,0,,T1,S1,morning,Wednesday,1071,,pending,tag2,2026-04-24
107,,+447728454034,Beta Inc,Director,inbound_event,2026-04-25,0,1,0,1,4,3,1,0,0,0,0,1,0,Subject A,T1,,afternoon,Tuesday,1100,,pending,tag1,2026-04-25
183,user183@yahoo.com,,Beta Inc,Director,inbound_event,2026-04-24,1,0,0,4,5,1,1,1,1,1,1,0,0,Subject B,T1,S2,afternoon,Tuesday,1084,Follow up,pending,,2026-04-25
75,user75@gmail.com,+447467600988,Delta LLC,Executive,inbound_event,2026-04-23,1,1,0,4,3,2,1,1,1,0,0,1,1,,T2,S1,afternoon,Friday,1047,,pending,tag1,2026-04-26
118,user118@yahoo.com,,Beta Inc,Executive,inbound_event,2026-04-26,1,0,0,0,5,1,1,1,1,1,1,1,0,,,S1,afternoon,Saturday,1038,Follow up,pending,tag1,2026-04-29
172,user172@yahoo.com,+447181057714,,Manager,referral,2026-04-23,1,1,0,1,0,3,1,1,0,0,0,1,0,,,,afternoon,Thursday,1030,Follow up,synced,,2026-04-23
168,user168@yahoo.com,+447338833365,Alpha Ltd,Director,inbound_event,2026-04-26,1,1,0,1,3,1,1,0,0,0,0,1,0,Subject A,,S1,morning,Saturday,1049,Follow up,pending,tag1,2026-04-26
89,user89@yahoo.com,+447212252733,Beta Inc,Director,inbound_event,2026-04-24,1,1,0,2,5,2,1,1,1,1,1,1,0,Subject A,T2,S1,morning,Sunday,1004,Follow up,synced,,2026-04-25
60,user60@gmail.com,+447150620357,,Manager,referral,2026-04-21,1,1,0,2,5,2,1,0,0,0,0,1,1,Subject B,T1,S2,afternoon,Monday,1036,,pending,tag2,2026-04-21
142,,+447814956991,Delta LLC,Executive,outbound,2026-04-21,0,1,0,2,5,1,1,1,1,0,0,0,0,Subject A,,S1,afternoon,Wednesday,1091,,pending,tag1,2026-04-22
127,user127@gmail.com,,Delta LLC,Executive,inbound_event,2026-04-26,1,0,1,3,0,3,1,0,0,0,0,1,1,Subject A,,,afternoon,Friday,1033,,synced,tag2,2026-04-27
113,user113@outlook.com,,,Director,outbound,2026-04-25,1,0,0,4,1,1,1,0,0,0,0,1,1,Subject B,T1,S1,morning,Friday,1088,Follow up,synced,tag1,2026-04-27
57,user57@outlook.com,,Beta Inc,Manager,inbound_event,2026-04-26,1,0,0,3,5,3,1,1,0,0,0,0,0,Subject B,T2,S2,afternoon,Wednesday,1060,,pending,tag1,2026-04-28
136,user136@gmail.com,+447841725910,Alpha Ltd,Manager,outbound,2026-04-23,1,1,0,0,5,1,1,0,0,0,0,0,0,,,S2,morning,Friday,1079,,synced,tag1,2026-04-23
184,user184@outlook.com,+447092502849,Alpha Ltd,Director,inbound_event,2026-04-22,1,1,0,4,4,3,1,1,1,0,0,0,0,Subject A,T1,,morning,Wednesday,1023,Follow up,pending,,2026-04-22
109,user109@company.com,,Alpha Ltd,Executive,inbound_event,2026-04-23,1,0,0,2,4,2,1,0,0,0,0,1,1,Subject A,T2,S2,afternoon,Wednesday,1088,,pending,tag1,2026-04-24
56,user56@company.com,+447728562447,Beta Inc,Director,inbound_event,2026-04-25,1,1,0,4,4,0,1,0,0,0,0,0,0,Subject A,,S1,afternoon,Saturday,1075,,synced,,2026-04-28
176,user176@yahoo.com,+447462744024,Alpha Ltd,Director,inbound_event,2026-04-26,1,1,0,2,4,2,1,1,1,1,0,1,1,Subject B,T2,S1,afternoon,Friday,1066,,synced,tag1,2026-04-26
98,user98@yahoo.com,+447565258924,Delta LLC,,inbound_event,2026-04-26,1,1,1,1,0,1,1,1,1,0,0,0,0,,T1,S1,morning,Friday,1034,,pending,,2026-04-27
3,,+447443050547,Gamma Corp,Manager,outbound,2026-04-20,0,1,0,3,0,2,1,0,0,0,0,0,0,,T2,S2,afternoon,Thursday,1037,Follow up,synced,,2026-04-20
139,user139@yahoo.com,,Alpha Ltd,Director,inbound_event,2026-04-20,1,0,0,1,2,1,1,1,0,0,0,0,0,,,,morning,Saturday,1059,,synced,tag1,2026-04-22
167,user167@company.com,,Gamma Corp,,inbound_event,2026-04-25,1,0,1,4,5,3,1,0,0,0,0,1,0,Subject A,T2,S1,afternoon,Wednesday,1060,,pending,tag1,2026-04-25
7,user7@company.com,+447452151766,Alpha Ltd,Director,referral,2026-04-25,1,1,0,3,3,2,1,1,1,1,1,0,0,Subject A,,,afternoon,Saturday,1039,,synced,tag1,2026-04-28
6,user6@outlook.com,+447390082085,Beta Inc,Executive,inbound_event,2026-04-25,1,1,0,3,4,3,1,1,1,1,0,1,0,Subject B,T2,,afternoon,Friday,1029,Follow up,pending,tag1,2026-04-26
116,,+447884950824,Beta Inc,,inbound_event,2026-04-25,0,1,1,3,3,1,1,0,0,0,0,0,0,Subject B,,,afternoon,Sunday,1028,,pending,tag2,2026-04-25
82,user82@yahoo.com,,Delta LLC,Executive,referral,2026-04-25,1,0,0,2,5,3,1,1,1,1,0,1,1,Subject B,T1,S1,afternoon,Saturday,1040,,pending,tag2,2026-04-25
27,user27@yahoo.com,+447804491765,Gamma Corp,Director,inbound_event,2026-04-24,1,1,0,2,4,0,1,1,0,0,0,1,0,Subject B,T2,S1,afternoon,Monday,1096,Follow up,synced,,2026-04-24
152,user152@company.com,+447026095764,,,inbound_event,2026-04-20,1,1,0,4,4,0,1,1,0,0,0,1,0,Subject A,T2,S2,afternoon,Tuesday,1001,,pending,tag2,2026-04-23
59,user59@gmail.com,+447592028900,,Executive,inbound_event,2026-04-20,1,1,0,3,1,2,1,1,1,1,0,0,0,,,S2,morning,Sunday,1026,Follow up,synced,tag1,2026-04-22
185,user185@yahoo.com,+447314843939,,Manager,inbound_event,2026-04-24,1,1,0,3,4,3,1,0,0,0,0,0,0,,,S2,morning,Sunday,1086,Follow up,synced,tag1,2026-04-25
69,user69@yahoo.com,,Beta Inc,Director,inbound_event,2026-04-26,1,0,0,1,0,3,1,1,0,0,0,1,1,,,,afternoon,Thursday,1035,,synced,tag2,2026-04-26
115,user115@outlook.com,+447150838015,Delta LLC,Director,inbound_event,2026-04-23,1,1,0,3,5,0,1,0,0,0,0,0,0,Subject A,T2,,afternoon,Wednesday,1019,Follow up,synced,,2026-04-26
179,user179@gmail.com,,Alpha Ltd,Manager,inbound_event,2026-04-26,1,0,0,1,4,2,1,0,0,0,0,1,0,,T2,,afternoon,Tuesday,1087,Follow up,pending,tag1,2026-04-28
1,,+447358130641,,Manager,inbound_event,2026-04-25,0,1,0,0,1,3,1,1,1,0,0,0,0,,T1,S2,morning,Wednesday,1089,Follow up,pending,,2026-04-27
156,user156@company.com,,Gamma Corp,Director,referral,2026-04-20,1,0,0,4,2,0,1,1,0,0,0,0,0,,,S2,afternoon,Tuesday,1009,,synced,,2026-04-21
111,,+447261497402,,,inbound_event,2026-04-20,0,1,0,1,4,2,1,1,0,0,0,1,0,Subject A,T2,S2,morning,Wednesday,1017,,synced,tag2,2026-04-20
100,user100@yahoo.com,+447687199032,Alpha Ltd,Manager,inbound_event,2026-04-23,1,1,0,0,2,3,1,0,0,0,0,0,0,Subject B,,S1,morning,Tuesday,1055,Follow up,synced,,2026-04-25
8,user8@gmail.com,,Alpha Ltd,Executive,inbound_event,2026-04-25,1,0,0,0,1,3,1,0,0,0,0,0,0,Subject B,T2,,afternoon,Wednesday,1005,,pending,tag1,2026-04-25
125,user125@company.com,+447351756950,Alpha Ltd,Manager,referral,2026-04-25,1,1,0,1,1,3,1,0,0,0,0,1,0,Subject B,T1,S1,morning,Friday,1035,,synced,tag1,2026-04-27
25,user25@yahoo.com,+447805806396,Delta LLC,,inbound_event,2026-04-26,1,1,0,0,1,2,1,0,0,0,0,0,0,Subject A,T2,S1,afternoon,Thursday,1075,,synced,tag1,2026-04-29
54,user54@outlook.com,+447399526357,Gamma Corp,Executive,inbound_event,2026-04-26,1,1,0,0,3,2,1,1,0,0,0,1,1,Subject B,T1,S2,afternoon,Sunday,1090,,pending,,2026-04-27
